FEL;KNO;KNO;KONDENSAT;N; 10;  4;Kondensat;t/h
FEL;KNO;KNO;SUPPLY;C;  1;  0;Vorlauf;[J/N]
FEL;KNO;KNO;OTHERNODE;N;  5;  0;Knoten Gegenüber;
FEL;KNO;KNO;PLIMITLOW;N;  8;  4;Drucklimit unten;bar
FEL;KNO;KNO;PLIMITHIGH;N;  8;  4;Drucklimit oben;bar
FEL;KNO;KNO;TLIMITLOW;N;  7;  2;Temp.limit unten;C
FEL;KNO;KNO;TLIMITHIGH;N;  7;  2;Temp.limit oben;C
FEL;KNO;KNO;NOHIDECHRT;C;  1;  0;In Längsschnitt nicht ausblenden;[J/N]
FEL;KNO;KNO;CHRTSHOWTX;C;  1;  0;Text in Längsschnitt ausgeben;[J/N]
FEL;KNO;KNO;INJECTION;N;  8;  4;Injektion;
FEL;KNO;KNO;INJECTMES;N;  8;  4;Injekt.Messw.;
FEL;KNO;KNO;ISACTIVE;N;  1;  0;Aktiv f.Berechnung;
FEL;KNO;KNO;!RECCOUNT;N;  8;  0;Anzahl Sätze*;
FEL;KNO;KNO;!DELETED;C;  1;  0;Gelöscht*;*
FEL;KNO;KNO;!RECNO;N;  8;  0;Satz No*;

REM Feldbeschreibungen Leitungen
FEL;LEI;LEI;ANFNAM;C; 10;  0;Anfang;
FEL;LEI;LEI;ENDNAM;C; 10;  0;Ende;
FEL;LEI;LEI;ANFNR;N;  7;  0;Anf.Nr.;
FEL;LEI;LEI;ENDNR;N;  7;  0;End.Nr.;
FEL;LEI;LEI;PARALLEL;N;  1;  0;Parallel;
FEL;LEI;LEI;STANETID;C; 24;  0;STANET-ID;
FEL;LEI;LEI;WDZAHL;N;  7;  2;WD-Zahl;W/K*m2
FEL;LEI;LEI;RORL;N;  8;  1;Länge;m
FEL;LEI;LEI;DM;N;  6;  1;Innendurchm.;mm
FEL;LEI;LEI;RAU;N;  9;  4;Rauhigkeit;mm
FEL;LEI;LEI;FLUSS;N; 10;  3;Durchfluss;t/h
FEL;LEI;LEI;VM;N;  8;  4;Geschw.;m/s
FEL;LEI;LEI;DP;N;  8;  4;Delta p;bar
FEL;LEI;LEI;NETZNR;N;  4;  0;Teilnetz;
FEL;LEI;LEI;ZETA;N; 14;  3;Verlustfaktor;
FEL;LEI;LEI;STRASSE;C; 60;  0;Strassenname;
FEL;LEI;LEI;MATERIAL;C; 50;  0;Material;
FEL;LEI;LEI;STRANUM;C; 15;  0;Strassennummer;
FEL;LEI;LEI;BAUJAHR;N;  4;  0;Baujahr;
FEL;LEI;LEI;DPREL;N; 14;  2;Reibungsverl./km;mbar/km
FEL;LEI;LEI;ROHRTYP;C; 21;  0;Rohrtyp;
FEL;LEI;LEI;STRANGNR;C; 16;  0;StrangNo;
FEL;LEI;LEI;DPM;N; 10;  3;Druckhöhendiff.;m
FEL;LEI;LEI;DN;C; 10;  0;Nennweite;
FEL;LEI;LEI;LASTMODI;N; 19;  0;Letzte Änderung;
FEL;LEI;LEI;TU;N;  6;  1;Temp.Soll (ext. Einfluss);C
FEL;LEI;LEI;DIASTATUS;C;  1;  0;Optimieren;?
FEL;LEI;LEI;CONPRICE;N; 10;  5;Verlegepreis konst.;€/m
FEL;LEI;LEI;DIAPRICE;N; 10;  5;Verlegepreis/mm;€/m/mm
FEL;LEI;LEI;PIPEPRICE;N; 10;  5;Rohrpreis;€/m
FEL;LEI;LEI;WBWERT;N; 11;  2;Wiederbeschaf.wert;€
FEL;LEI;LEI;CONDIVERS;C;  1;  0;Kond.abl.;[J/N]
FEL;LEI;LEI;VERLEGEART;C;  3;  0;Verlegeart;
FEL;LEI;LEI;OVRHEADLIN;C;  1;  0;Freileitung;[J/N]
FEL;LEI;LEI;TXROTATE;N;  1;  0;Textfahne;[0-6]
FEL;LEI;LEI;USERNAME;C; 16;  0;Letzter Benutzer;
FEL;LEI;LEI;WAERMEMENG;N; 11;  3;Wärmeverl.leist.;kW
FEL;LEI;LEI;RAISE;N; 10;  5;Gefälle;0/00
FEL;LEI;LEI;PN;C;  6;  0;Druckstufe;bar
FEL;LEI;LEI;SWMMPRINT;C;  1;  0;Ergebnisdiagramm;[+]
FEL;LEI;LEI;PZONE;C;  4;  0;Druckklasse;
FEL;LEI;LEI;RAUZONE;N;  3;  0;Rauheitsklasse;
FEL;LEI;LEI;STRORT;C; 28;  0;Ort;
FEL;LEI;LEI;STROTEIL;C; 22;  0;Ortsteil;
FEL;LEI;LEI;AREACODE;C;  8;  0;PLZ;
FEL;LEI;LEI;GEOQUALITY;C; 24;  0;Geocode Qualität;
FEL;LEI;LEI;LAMBDA;N;  7;  4;Widerstandszahl;
FEL;LEI;LEI;RE;N; 10;  0;Reynoldszahl;
FEL;LEI;LEI;FLAGOFFX;N;  6;  0;Text Abstand x;
FEL;LEI;LEI;FLAGOFFY;N;  6;  0;Text Abstand y;
FEL;LEI;LEI;PLOSS;N; 12;  4;Reibungsverlust;bar
FEL;LEI;LEI;WANDDICKE;N;  6;  1;Wanddicke;mm
FEL;LEI;LEI;OUTERDM;N;  6;  1;Aussendurchmessser;mm
FEL;LEI;LEI;BATCHES;N;  6;  0;Batches (DQ);
FEL;LEI;LEI;LAYER;C;  5;  0;Layer;
FEL;LEI;LEI;PIPEVOL;N; 10;  3;Rohrvolumen;m3
FEL;LEI;LEI;TRASSE;N;  5;  0;Trassennummer;
FEL;LEI;LEI;MECHANLOSS;N; 12;  4;Verlustleistung;kW
FEL;LEI;LEI;CALCBAD;N;  1;  0;Sim. Status;
FEL;LEI;LEI;QUALDECAY;N;  8;  2;Qualitäts-Abfallzeit;
FEL;LEI;LEI;QUALFINAL;N; 12;  4;Qualität-Endwert;
FEL;LEI;LEI;NOHIDECHRT;C;  1;  0;In Längsschnitt nicht ausblenden;[J/N]
FEL;LEI;LEI;CHRTSHOWTX;C;  1;  0;Text in Längsschnitt ausgeben;[J/N]
FEL;LEI;LEI;HYDSWITCH;C;  1;  0;Hydraulische Weiche;[J/N]
FEL;LEI;LEI;PDECLINE;N; 16;  6;Rel.Druckabfall;mBar/Nm3/h
FEL;LEI;LEI;TPROBEID;C; 24;  0;Temperatursonde Name;
FEL;LEI;LEI;TPROBENO;N;  7;  0;Temperatursonde No;
FEL;LEI;LEI;GROUNDTYP;N;  1;  0;Flächentyp;1-7
FEL;LEI;LEI;ISACTIVE;N;  1;  0;Aktiv f.Berechnung;
FEL;LEI;LEI;!RECCOUNT;N;  8;  0;Anzahl Sätze*;
FEL;LEI;LEI;!DELETED;C;  1;  0;Gelöscht*;*
FEL;LEI;LEI;!RECNO;N;  8;  0;Satz No*;

REM Feldbeschreibungen Häuser
FEL;HAU;HAU;XRECHTS;N; 14;  5;Koordinate x;m
FEL;HAU;HAU;YHOCH;N; 14;  5;Koordinate y;m
FEL;HAU;HAU;STRANUM;C; 60;  0;Strassennummer;
FEL;HAU;HAU;HAUSNUM;C; 20;  0;Hausnummer;
FEL;HAU;HAU;HAUSNOZUS;C; 20;  0;Hausnr. Zusatz;
FEL;HAU;HAU;MENGE;N; 12;  5;Ges.Menge;
FEL;HAU;HAU;ZAEHLERMEN;N; 12;  5;Grösste Menge;t/h
FEL;HAU;HAU;ZAEHLERTAR;C;  5;  0;Tarif;
FEL;HAU;HAU;ZAEHLERNO;C; 10;  0;Zähler-Nr.;
FEL;HAU;HAU;ZAEHLERANZ;N;  4;  0;Zähler-Anz;
FEL;HAU;HAU;GESCHOSSE;N;  2;  0;Geschosse;
FEL;HAU;HAU;HAUSID;C; 40;  0;Haus-ID;
FEL;HAU;HAU;ABSTAND;N; 14;  5;Abstand;
FEL;HAU;HAU;KNOTENNAME;C; 10;  0;Knoten;
FEL;HAU;HAU;KNONUM;N;  7;  0;Knoten-Nr.;
FEL;HAU;HAU;BEZEICHNG;C; 24;  0;Bezeichnung;
FEL;HAU;HAU;LASTMODI;N; 19;  0;Letzte Änderung;
FEL;HAU;HAU;USERNAME;C; 16;  0;Letzter Benutzer;
FEL;HAU;HAU;PRECH;N;  8;  4;Ber.Druck;bar
FEL;HAU;HAU;PIPENO;N;  6;  0;Leitungs-Nr.;
FEL;HAU;HAU;STRASSE;C; 35;  0;Strassenname;
FEL;HAU;HAU;CLIENTID;C; 24;  0;Verbindung 1;
FEL;HAU;HAU;CLIENTTYP;N;  3;  0;Verbdg.1 Klasse;
FEL;HAU;HAU;CLIENT2ID;C; 24;  0;Verbindung 2;
FEL;HAU;HAU;CLIENT2TYP;N;  3;  0;Verbdg.2 Klasse;
FEL;HAU;HAU;HCONNO;N;  6;  0;HA-Verbindung Nr.;
FEL;HAU;HAU;LAYER;C;  5;  0;Layer;
FEL;HAU;HAU;STRORT;C; 32;  0;Ort;
FEL;HAU;HAU;STROTEIL;C; 32;  0;Ortsteil;
FEL;HAU;HAU;AREACODE;C;  8;  0;PLZ;
FEL;HAU;HAU;GEOQUALITY;C; 24;  0;Geocode Qualität;
FEL;HAU;HAU;STANETID;C; 24;  0;STANET-ID;
FEL;HAU;HAU;ABGAENGE;N;  3;  0;Abgänge;
FEL;HAU;HAU;ISACTIVE;N;  1;  0;Aktiv f.Berechnung;
FEL;HAU;HAU;!RECCOUNT;N;  8;  0;Anzahl Sätze*;
FEL;HAU;HAU;!DELETED;C;  1;  0;Gelöscht*;*
FEL;HAU;HAU;!RECNO;N;  8;  0;Satz No*;

REM Feldbeschreibungen Netzparameter
FEL;NET;NET;NETZNAME;C;  7;  0;Netz-Kurzname;
FEL;NET;NET;KTEX;C;127;  0;Netzbezeichnung;
FEL;NET;NET;NETPATH;C; 40;  0;(Obsolet);
FEL;NET;NET;LASTFALL;C; 32;  0;Lastfall;
FEL;NET;NET;MEDI;C;  1;  0;Netzmedium;
FEL;NET;NET;RORL;N;  8;  1;Vorherrschende Länge;m
FEL;NET;NET;QFAK;N;  9;  6;Belastungsfaktor Zu-/Abfluss;
FEL;NET;NET;IPR;N;  2;  0;Steuerparameter Testausschriebe;
FEL;NET;NET;IMAX;N;  3;  0;Maximale Iterationszahl;
FEL;NET;NET;ZEIT;N; 10;  1;Rechenzeit;Sekunden
FEL;NET;NET;TSIM;N;  5;  0;Simulationsschritte TASI;
FEL;NET;NET;SIMREPEAT;N;  5;  0;Simulation Wiederholung Steuerungen;
FEL;NET;NET;BEARBEITER;C; 16;  0;Name des Bearbeiters;
FEL;NET;NET;KATA_X0;N; 14;  5;x-Koord. Start Katasterblätt.;
FEL;NET;NET;KATA_Y0;N; 14;  5;y-Koord. Start Katasterblätt.;
FEL;NET;NET;KATA_DELTX;N; 14;  5;Katasterblattlänge x;
FEL;NET;NET;KATA_DELTY;N; 14;  5;Katasterblattlänge y;
FEL;NET;NET;BLAETTER_R;N;  3;  0;Anzahl Katasterblätter je Zeile;
FEL;NET;NET;KATA_X1;N; 14;  5;Gegenkathedenlänge Kata.drehung;
FEL;NET;NET;KATA_Y1;N; 14;  5;Hypotenusenlänge Kata.drehung;
FEL;NET;NET;ZEITVON;N;  5;  2;Beginnzeitpunkt der Rechnung;HH:MM
FEL;NET;NET;NETMAX;N;  3;  0;Maximale Anzahl Teilnetze;
FEL;NET;NET;OPTNMETER;C;  1;  0;Weltkoordinaten Masseinheit Meter;[J/N]
FEL;NET;NET;ROTATEHYP;N; 14;  5;Netz drehen Hypotenuse;
FEL;NET;NET;ROTATEANKA;N; 14;  5;Netzt drehen Gegenkathedenlänge;
FEL;NET;NET;CALCDIRTY;N;  1;  0;Ergebnisse ungültig;
FEL;NET;NET;CLCDRTYMSG;C;120;  0;Hinweis zu Ergebnisse Gültig;
FEL;NET;NET;STANETVERS;C; 32;  0;STANET Version;
FEL;NET;NET;USEMESSDAT;C;  1;  0;Messwerte als Vorgaben verwenden;[J/N]
FEL;NET;NET;MEASONLINE;C;  1;  0;Messwerte aus Onlinesystem (anstatt Tabelle);[J/N]
FEL;NET;NET;NEWLAYER;C;  1;  0;STANET 8.2 Layer verwenden;[J/N]
FEL;NET;NET;COORDSYS;N;  1;  0;Koordinatensystem Onlinekartographie (Bis 9.1);1-4
FEL;NET;NET;COORDSYS4;C; 16;  0;Koordinatensystem Onlinekartographie 10.0;
FEL;NET;NET;UTMZONE;N;  3;  0;Meridianstreifen/UTM Zone;
FEL;NET;NET;ZONEPREFIX;C;  1;  0;Meridianstreifen voranstellen auch bei WGS84;[J/N]
FEL;NET;NET;SETIMEDATE;C; 19;  0;Startdatum der Simulation;
FEL;NET;NET;SIMTIMDATE;C; 19;  0;Datum/Zeit der Simulation;
FEL;NET;NET;EXSTARTEVT;C;  1;  0;Anfangszustand aus Ereignissen bilden;[J/N]
FEL;NET;NET;BUNDESLAND;C;  2;  0;Vorherrschende Bundesland;
FEL;NET;NET;COMPACT;C;  1;  0;Dateien kompaktiert (UPDATE ignorieren);[J/N]
FEL;NET;NET;MAXMEASAGE;N;  6;  2;Max. Zeitabstand Messdaten zu Sim.Zeit;mm.ss
FEL;NET;NET;MAXPIPRAIS;N;  3;  0;Leitungsgefälle zu groß Warnung ab;0/00
FEL;NET;NET;RULELOOPS;N;  2;  0;Max. Wiederholung f.Steuerungen;
FEL;NET;NET;TASISTEP;N;  7;  2;Zeitschritt TASI;mm.ss
FEL;NET;NET;RAU;N;  7;  4;Vorherrschende Rauhigkeit;mm
FEL;NET;NET;DM;N;  6;  1;Vorherrschender Durchmesser;mm
FEL;NET;NET;ETA;N;  7;  2;Dynamische Zähigkeit;E-6kg/ms
FEL;NET;NET;RHON;N; 11;  4;Dichte des Mediums;kg/m3
FEL;NET;NET;PATM;N;  5;  3;Luftdruck;bar
FEL;NET;NET;GEOH;N;  6;  1;Geodät. Höhe Luftdruckmessung;m
FEL;NET;NET;TEMP;N;  6;  1;Vorherrschende Mediumtemperatur;Grd. C.
FEL;NET;NET;KPAR;N;  8;  5;Druckfaktor Kompressibilität;1/bar
FEL;NET;NET;LAM;N;  1;  0;Widerstandsgesetz;[1-5]
FEL;NET;NET;NEUSTART;C;  1;  0;Neuberechnung von Null;[J/N]
FEL;NET;NET;VOLU;N; 11;  1;Netzvolumen (Ende);Nm3
FEL;NET;NET;NLEI;N;  5;  0;Eliminationsbereich-Faktor;z.B.3
FEL;NET;NET;REMI;N; 11;  1;Minimale Reynoldszahl im Netz;
FEL;NET;NET;REMA;N; 11;  1;Maximale Reynoldszahl im Netz;
FEL;NET;NET;TOLP;N;  9;  6;Endgenauigkeit Druckabfall;bar
FEL;NET;NET;TOLQ;N; 10;  5;Endgenauigkeit Knotenfluss;m3/h, L/s
FEL;NET;NET;HO;N;  8;  4;Brennwert;kWh/m3
FEL;NET;NET;TA;N;  6;  1;Zähigkeitsbeiwert TA;Grd. K
FEL;NET;NET;TB;N;  6;  1;Zähigkeitsbeiwert TB;Grd. K
FEL;NET;NET;TS;N;  6;  1;Sutherlandkonstante Zähigkeit;Grd. K
FEL;NET;NET;T0;N;  6;  1;Zähigkeits-Bezugstemperatur;Grd. K
FEL;NET;NET;KOND_AUS;C;  1;  0;Kondensation berechnen;[J/N]
FEL;NET;NET;RHODAMPF;N;  8;  3;Dampfdichte;kg/m3
FEL;NET;NET;RW;N;  8;  3;Verdampfungswärme Kondensat;kJ/kg
FEL;NET;NET;CG;N;  8;  4;Wärmekapazität Medium;kJ/kg*K
FEL;NET;NET;CW;N;  8;  4;Wärmekapazität Kondensat;kJ/kg*K
FEL;NET;NET;CD;N;  8;  4;Wärmekapazität Dampf;kJ/kg*K
FEL;NET;NET;WDZAHL;N;  7;  2;Vorherrsch. Wärmedurchgangszahl;W/(K*m2)
FEL;NET;NET;TU;N;  5;  1;Bodentemperatur;Celsius
FEL;NET;NET;VENL;N;  8;  1;Vorherrschende Ventillänge;m
FEL;NET;NET;TEMPR;N;  5;  1;Vorherrschende Rücklauftemperatur;Celsius
FEL;NET;NET;DPMAX;N; 14;  6;Max. Druckfehler in Strecke;bar
FEL;NET;NET;DQMAX;N; 14;  6;Max. Flussfehler in Knoten;m3/h, L/s
FEL;NET;NET;QUALI;C;  1;  0;Qualitäts-Verfolgung rechnen;[J/N]
FEL;NET;NET;MIXRHO;C;  1;  0;Individuelle Normdichte;[J/N]
FEL;NET;NET;TEMPCALC;C;  1;  0;Temperatur berechnen;[J/N]
FEL;NET;NET;OPTIDIA;C;  1;  0;Optimierung aktiviert;[J/N]
FEL;NET;NET;GENETIC;C;  1;  0;GA Aktivieren (Genetischer Algorithmus);[J/N]
FEL;NET;NET;DIFFDIA;C;  1;  0;Individueller Durchmesser;[J/N]
FEL;NET;NET;MAXGEN;N;  5;  0;GA Anzahl Generationen;
FEL;NET;NET;POPSIZE;N;  6;  0;GA Populationsgrösse;
FEL;NET;NET;MICROGA;N;  1;  0;GA MICROGA;[J/N]
FEL;NET;NET;PMUTATE;N;  6;  4;GA Jump Mutation Probability (0 = auto);0...1
FEL;NET;NET;PCROSS;N;  6;  4;GA Crossover Probability;0.5...0.7
FEL;NET;NET;ICREEP;N;  1;  0;GA Creep Mutation;[J/N]
FEL;NET;NET;PCREEP;N;  6;  4;GA Creep Mutation Probability (0 = auto);0...1
FEL;NET;NET;IUNIFORM;N;  1;  0;GA Uniform Crossover (recommended);[J/N]
FEL;NET;NET;INICHE;N;  1;  0;GA Niching (Experimental);[J/N]
FEL;NET;NET;IELITE;N;  1;  0;GA Elitism;[J/N]
FEL;NET;NET;NCHILD;N;  1;  0;GA Childs per pair;1/2
FEL;NET;NET;IRESTART;N;  1;  0;IRESTART;
FEL;NET;NET;ISKIP;N;  6;  0;Population Number for test;
FEL;NET;NET;IEND;N;  6;  0;Last Population Number for test;
FEL;NET;NET;METERDATE;C;  1;  0;Abrechnungszeitraum aus Datum;[J/N]
FEL;NET;NET;METERDAYS;N;  4;  0;Default Abrechnungszeitraum;Tage
FEL;NET;NET;AIRTEMP;N;  5;  1;Lufttemperatur;Celsius
FEL;NET;NET;MAINTEMP;N;  6;  1;Mittlere Tagestemperatur;Celsius
FEL;NET;NET;TRESHTEMP;N;  6;  1;Grenztemperatur;Celsius
FEL;NET;NET;RUNHOURS;N;  5;  0;Benutzungsstunden (obsolet);h
FEL;NET;NET;DIAROUTING;C;  1;  0;Durchmesser-Opt. mit Routing;[J/N]
FEL;NET;NET;DIALINPRO;C;  1;  0;Durchmesser-Opt. mit LP;[J/N]
FEL;NET;NET;GESMENGE;N; 12;  2;Gesamtabgabe;t/h
FEL;NET;NET;VOLUSTART;N; 11;  1;Netzvolumen Anfang;Nm3
FEL;NET;NET;SUMZUFLUSS;N; 12;  2;Gesamtzufluss;t/h
FEL;NET;NET;GESABNRLM;N; 12;  2;Gesamtabgabe Abnehmer;t/h
FEL;NET;NET;GESABNSLP;N; 12;  2;Gesamtabgabe HA Zähler;t/h
FEL;NET;NET;LASTERRNO;N;  8;  0;Fehlercode;
FEL;NET;NET;VOLUFEHL;N; 11;  1;Netzvolumen-Diff.;Nm3
FEL;NET;NET;VOLUFELREL;N;  6;  2;Netzvol.Diff Rel.;%
FEL;NET;NET;RELAXNEWP;N; 10;  2;Relaxationsfaktor Druck;[0...1]
FEL;NET;NET;RELAXNEWQ;N; 10;  2;Relaxationsfaktor Fluss;[0...1]
FEL;NET;NET;RELAXNEWT;N; 10;  2;Relaxationsfaktor Temperatur;[0...1]
FEL;NET;NET;RESIFACT;N; 10;  2;Widerstandsfaktor;
FEL;NET;NET;REGSWITCH;N;  2;  0;Max. Anzahl Reglerumschaltungen;
FEL;NET;NET;SUMLEN;N;  9;  2;Netzlänge;km
FEL;NET;NET;SUPPLYONLY;C;  1;  0;Nur Vorlauf berechnen;[J/N]
FEL;NET;NET;MINLEN;N;  5;  1;Mindestlänge;m
FEL;NET;NET;QUABER;C;  1;  0;D.Q. Qualitaeten berechnen;[J/N]
FEL;NET;NET;VTOL;N;  6;  2;D.Q. Geschwindigkeits-Schwellwert;m/s
FEL;NET;NET;DQTIMSTEP;N;  7;  3;D.Q. Zeitschritt;Sekunden
FEL;NET;NET;DQGETTIME;C;  1;  0;D.Q. Laufzeit ermitteln;[J/N]
FEL;NET;NET;DQGETTEMP;C;  1;  0;D.Q. Temperatur ermitteln;[J/N]
FEL;NET;NET;DQGETINFLW;C;  1;  0;D.Q. Einspeise.Anteile ermitteln;[J/N]
FEL;NET;NET;REDMSGFAIL;C;  1;  0;In Batch/TASI Sim. mit Fehler nicht verwenden;[J/N]
FEL;NET;NET;MINRAISLEN;N;  4;  1;Leitungsgefälle prüfen ab Leitungslänge;m
FEL;NET;NET;QUALICYC;C;  1;  0;Qualitätsberechnung zyklisch mit Kreisfluss;[J/N]
FEL;NET;NET;TOLQ1;N; 16;  8;Qual Toleranz Qualität;
FEL;NET;NET;DQRESVTIME;N;  5;  1;D.Q. Zeit-Reserve;%
FEL;NET;NET;DQRESVTEMP;N;  5;  1;D.Q. Temperatur-Reserve;%
FEL;NET;NET;DQRESVQUAL;N;  5;  1;D.Q. Qualitaets-Reserve;%
FEL;NET;NET;MINTASTEP;N;  4;  0;Minimaler Zeitschritt TASI (0 = default 300!);Sec
FEL;NET;NET;TASISUMIN;N; 12;  2;Gesamtzufluss TASI;
FEL;NET;NET;TASISUMOUT;N; 12;  2;Gesamtabgabe TASI;
FEL;NET;NET;CURTIME;N;  5;  2;Aktueller Simulationszeitpunkt;HH:MM
FEL;NET;NET;DIATRASS;C;  1;  0;Einheitlicher Rohrtyp pro Trasse;[J/N]
FEL;NET;NET;VIOLATP;N;  7;  0;Grenzwertverletzungen Druck;
FEL;NET;NET;VIOLATX;N;  7;  0;Grenzwertverletzungen (ausser Druck);
FEL;NET;NET;REGTOL;N;  4;  1;Vorherrschende Reglertoleranz;%
FEL;NET;NET;TASILEN;N;  7;  2;TASI Simulationsdauer;HH:MM
FEL;NET;NET;TASISAVSUB;C;  1;  0;TASI Zwischenergebnisse abspeichern;[J/N]
FEL;NET;NET;WINDKLASSE;N;  2;  0;Vorherrschende Profilausprägung;
FEL;NET;NET;QUALDCFLDS;C; 32;  0;Qualität-Abfall anwenden auf (n, n, ...);
FEL;NET;NET;QUALSET100;C;  1;  0;Qualität an Einspeisern auf 100% Setzen;[J/N]
FEL;NET;NET;TASKFIELDS;N; 12;  0;Aktivierte Feldgruppen 1-32;
FEL;NET;NET;TASKFIELD2;N; 12;  0;Aktivierte Feldgruppen 33-64;
FEL;NET;NET;ROOMTEMP;N;  5;  1;Raumtemperatur;Celsius
FEL;NET;NET;ROOMHFAK;N; 12; 10;Aufheiz-Faktor;Kelvin/Wsec
FEL;NET;NET;ROOMCTIME;N;  6;  2;Auskühl-Zeit;Stunden
FEL;NET;NET;STYLEGRPS;C;128;  0;Attributlegenden: Aktive Gruppen;
FEL;NET;NET;QUALLOFAC;N;  4;  1;D.Q. Allokationsfaktor;
FEL;NET;NET;HEATAMTOUT;N; 12;  2;Wärmeleistung Gesamtabgabe;kW
FEL;NET;NET;HEATAMTIN;N; 12;  2;Wärmeleistung Gesamteinspeisung;kW
FEL;NET;NET;HEATASIOUT;N; 12;  2;Wärmemenge TASI Gesamtabgabe;kWh
FEL;NET;NET;HEATASIIN;N; 12;  2;Wärmemenge TASI Gesamteinspeisung;kWh
FEL;NET;NET;HEATLOSALL;N; 12;  2;Wärmeverlustleistung Summe;kW
FEL;NET;NET;HEATLOSREL;N;  6;  2;Wärmeverlustleistung Relativ;%
FEL;NET;NET;HEATAMTSET;N; 12;  2;Wärmeleistung Vorgabe;kW
FEL;NET;NET;HEATAMTCLC;N; 12;  2;Wärmeleistung Errechnet;kW
FEL;NET;NET;HEATREDUCT;N;  6;  2;Reduzierte Wärmeleistung;%
FEL;NET;NET;AGRELEVDIF;N;  3;  0;Aggregate Knotenhöhendiff. zu groß Warnung ab;m
FEL;NET;NET;FWLOWLOAD;C;  1;  0;Fernwärme Schwachlast;[J/N]
FEL;NET;NET;TASITODISK;C;  1;  0;TASI Ergebnisse nicht im Hauptspeicher;[J/N]
FEL;NET;NET;TASIRESACT;C;  1;  0;TASI Ergebnisse nur für aktive Elemente;[J/N]
FEL;NET;NET;TUMTO60M;C;  1;  0;TUM Profilschritte gelten 00:01-01:00;[J/N]
FEL;NET;NET;DIFUSV;N;  8;  3;Vorherrschende Temp.leitfaehigkeit Sonden;E-6 m2/s
FEL;NET;NET;LAMGEXPF;N;  7;  5;Gen.Fluss-Exponent;
FEL;NET;NET;LAMGEXPD;N;  7;  5;Gen.Durchmesser-Exponent;
FEL;NET;NET;PIPEVOL;N; 11;  1;Rohrvolumen;m3
FEL;NET;NET;AUX1;N;  7;  3;~AUX1 - Für interne Testzwecke;
FEL;NET;NET;AUX2;N;  7;  3;~AUX2 - Für interne Testzwecke;
